Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",A lot better off,%14.66,%14.66,%14.65,%16.83,%14.27,%12.82,%12.96,%16.86,%22.58,%16.53,%12.5,%13.44,%14.56,%13.46
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Not at all important,%1.08,%0.91,%1.24,%1.26,%1.1,%0.81,%1.0,%1.02,%3.23,%1.54,%1.04,%0.68,%0.77,%0.48
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,2,%0.87,%0.83,%0.91,%0.56,%0.83,%1.3,%1.0,%0.64,%0,%0.82,%2.08,%0.51,%0.77,%0
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,3,%1.33,%1.24,%1.41,%1.54,%1.01,%1.62,%1.14,%1.53,%4.84,%1.44,%2.08,%0.68,%1.15,%1.44
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,4,%2.69,%2.49,%2.9,%3.65,%2.49,%1.95,%2.27,%3.58,%1.61,%3.49,%2.86,%1.53,%3.45,%0.96
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,5,%8.2,%8.2,%8.2,%8.84,%8.1,%7.63,%8.15,%7.92,%11.29,%8.42,%11.72,%5.78,%6.51,%9.62
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,6,%9.94,%10.6,%9.27,%10.94,%9.39,%9.74,%8.28,%12.52,%12.9,%12.63,%9.11,%8.5,%6.9,%6.73
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,7,%10.06,%10.27,%9.85,%10.38,%10.68,%8.6,%9.15,%11.11,%12.9,%12.32,%9.64,%9.69,%6.13,%6.25
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,8,%11.47,%11.68,%11.26,%10.66,%11.69,%12.01,%11.56,%11.37,%9.68,%11.7,%13.54,%11.56,%7.28,%11.54
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,9,%8.94,%8.62,%9.27,%8.56,%10.22,%7.14,%9.15,%8.56,%16.13,%8.52,%10.94,%9.69,%8.81,%5.29
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Very important,%44.72,%44.74,%44.7,%42.22,%44.11,%48.7,%47.83,%40.49,%27.42,%37.99,%36.98,%51.19,%57.09,%56.73
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q165,"Which, if any, of the following do you believe in? God",Yes,%94.45,%95.03,%93.87,%94.11,%94.94,%93.99,%94.46,%94.38,%90.32,%93.53,%91.67,%96.43,%95.4,%97.12
Q165,"Which, if any, of the following do you believe in? God",No,%4.64,%4.39,%4.88,%4.21,%4.42,%5.52,%4.88,%4.34,%6.45,%5.13,%7.81,%2.89,%3.83,%2.4
Q165,"Which, if any, of the following do you believe in? God",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q165,"Which, if any, of the following do you believe in? God",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q165,"Which, if any, of the following do you believe in? God",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q166,"Which, if any, of the following do you believe in? Life after death",Yes,%91.76,%91.8,%91.72,%90.32,%92.91,%91.4,%93.05,%89.4,%83.87,%89.63,%92.45,%93.03,%93.87,%94.23
Q166,"Which, if any, of the following do you believe in? Life after death",No,%6.0,%6.05,%5.96,%6.73,%5.16,%6.66,%5.21,%7.41,%11.29,%7.6,%5.99,%4.59,%4.6,%4.33
Q166,"Which, if any, of the following do you believe in? Life after death",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q166,"Which, if any, of the following do you believe in? Life after death",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q166,"Which, if any, of the following do you believe in? Life after death",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q167,"Which, if any, of the following do you believe in? Hell",Yes,%90.6,%90.89,%90.31,%88.22,%90.79,%93.02,%92.12,%87.87,%80.65,%88.4,%89.58,%91.5,%93.87,%96.15
Q167,"Which, if any, of the following do you believe in? Hell",No,%7.91,%7.46,%8.36,%9.68,%7.92,%5.84,%6.75,%9.96,%16.13,%9.65,%9.38,%6.8,%5.36,%3.37
Q167,"Which, if any, of the following do you believe in? Hell",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q167,"Which, if any, of the following do you believe in? Hell",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q167,"Which, if any, of the following do you believe in? Hell",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q168,"Which, if any, of the following do you believe in? Heaven",Yes,%91.22,%91.8,%90.65,%89.06,%91.8,%92.69,%92.72,%88.76,%80.65,%89.43,%90.62,%91.84,%93.87,%95.67
Q168,"Which, if any, of the following do you believe in? Heaven",No,%7.25,%6.71,%7.78,%8.42,%6.91,%6.49,%6.28,%8.68,%16.13,%8.32,%8.33,%6.63,%5.75,%3.85
Q168,"Which, if any, of the following do you believe in? Heaven",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q168,"Which, if any, of the following do you believe in? Heaven",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q168,"Which, if any, of the following do you believe in? Heaven",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Strongly agree,%33.95,%34.63,%33.28,%29.73,%35.08,%36.85,%38.21,%27.59,%16.13,%26.28,%23.7,%42.18,%45.98,%50.48
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Agree,%31.3,%30.99,%31.62,%31.7,%30.85,%31.66,%31.0,%30.78,%37.1,%31.01,%38.8,%30.95,%27.2,%25.0
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Disagree,%22.98,%21.96,%24.01,%24.68,%23.39,%20.29,%21.58,%25.42,%29.03,%26.39,%27.34,%19.05,%19.16,%14.9
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Strongly disagree,%5.13,%5.63,%4.64,%5.33,%4.7,%5.68,%4.07,%6.77,%11.29,%7.19,%5.73,%3.06,%3.83,%1.92
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Strongly agree,%43.73,%42.75,%44.7,%39.97,%44.66,%46.43,%47.76,%37.04,%32.26,%35.32,%34.38,%52.04,%57.85,%59.13
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Agree,%33.62,%33.55,%33.69,%33.8,%32.14,%36.04,%33.4,%33.72,%33.87,%34.7,%41.93,%32.14,%26.44,%26.44
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Disagree,%15.73,%16.07,%15.4,%17.39,%16.67,%12.18,%13.76,%18.9,%22.58,%19.1,%19.53,%11.22,%12.26,%10.1
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Strongly disagree,%2.82,%3.4,%2.24,%3.23,%2.58,%2.76,%1.94,%4.21,%6.45,%5.24,%1.82,%1.02,%1.15,%0.48
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
