Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q197,Sizce ülkemizde hükümetin aşağıda sayacaklarımı yapma hakkı olmalıdır yoksa olmamalı mıdır? Kesinlikle olmalıdır; herhalde olmalıdır; herhalde olmamalıdır veya kesinlikle olmamalıdır şeklinde cevaplayınız. Internet üzerinden gönderilen bütün e-postaları ve diğer bilgileri izlemek,"['Kesinlikle hakkı olmalı', 'Herhalde olmalı', 'Herhalde olmamalı', 'Kesinlikle hakkı olmamalı', 'Fikri Yok', 'Cevap Yok']",Q197,Do you think that the your country’s government should or should not have the right to do the following: Monitor all e-mails and any other information exchanged on the Internet,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']"
Q198,"Sizce ülkemizde hükümetin aşağıda sayacaklarımı yapma hakkı olmalıdır yoksa olmamalı mıdır? Kesinlikle olmalıdır; herhalde olmalıdır; herhalde olmamalıdır veya kesinlikle olmamalıdır şeklinde cevaplayınız. Ülkede yaşayanlarla ilgili, onların haberi olmadan bilgi toplamak","['Kesinlikle hakkı olmalı', 'Herhalde olmalı', 'Herhalde olmamalı', 'Kesinlikle hakkı olmamalı', 'Fikri Yok', 'Cevap Yok']",Q198,Do you think that the your country’s government should or should not have the right to do the following: Collect information about anyone living in this country without their knowledge,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']"
Q199,"Siyasete ne derece ilgi duyduğunuzu söyler misiniz? Siyaset yani politika ile çok yakından mı, biraz mı ilgilisiniz? Pek ilgi duymaz mısınız? Yoksa siyasete hiç mi ilgi duymazsınız?","['Çok yakından ilgiliyim', 'Biraz ilgiliyim', 'Pek ilgi duymam', 'Hiç ilgi duymam', 'Fikri Yok', 'Cevap Yok']",Q199,How interested would you say you are in politics?,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']"
Q200,"Arkadaşlarınızla bir araya geldiğinizde ne kadar sık politika konuşursunuz? Sık sık mı, arada sırada mı konuşursunuz yoksa hiç konuşmaz mısınız?","['Sık sık', 'Ara sıra', 'Hiç', 'Fikri Yok', 'Cevap Yok']",Q200,"When you get together with your friends, would you say you discuss political matters frequently, occasionally or never?","['Frequently', 'Occasionally', 'Never']"
Q201,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Günlük gazete","['Hiç', 'Günlük', 'Haftalık', 'Ayda bir', 'Ayda bir', 'Cevap Yok']",Q201,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Daily newspaper","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q202,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Televizyon haberleri","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q202,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? TV news","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q203,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Radyo haberleri","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q203,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Radio news","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q204,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Cep telefonu","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q204,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Mobile phone","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q205,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. e-Mail (elektronik posta)","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q205,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Email","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q206,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Internet","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q206,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Internet","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q207,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Sosyal medya (Facebook, Twitter, Instagram vb.)","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q207,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Social media (Facebook, Twitter, etc.)","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q208,"İnsanlar, ülkemizde ve dünyada olup bitenleri anlamak için çeşitli kaynaklar kullanabilirler. Şimdi size okuyacağım kaynakları haber ve bilgi almak için ne kadar sık kullanırsınız. Her gün, haftada bir, ayda bir, ayda birden az veya hiç olarak belirtiniz. Dostlar, meslektaşlar","['Günlük', 'Haftalık', 'Ayda bir', 'Ayda birden az', 'Hiç', 'Cevap Yok']",Q208,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never? Talk with friends or colleagues","['Daily', 'Weekly', 'Monthly', 'Less than monthly', 'Never']"
Q209,"Şimdi size, insanların katılabilecekleri bazı siyasi faaliyetler sayacağım. Bunların her biri için, “böyle bir faaliyete katıldım”, “gerekirse katılabilirim” veya “kesinlikle katılmam” şeklinde bir cevap veriniz. Toplu bir dilekçeye imza atmak","['Katıldım', 'Gerekirse Katılabilirim', 'Kesinlikle Katılmam', 'Fikri Yok', 'Cevap Yok']",Q209,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Signing a petition","['Have done', 'Might do', 'Would never do']"
Q210,"Şimdi size, insanların katılabilecekleri bazı siyasi faaliyetler sayacağım. Bunların her biri için, “böyle bir faaliyete katıldım”, “gerekirse katılabilirim” veya “kesinlikle katılmam” şeklinde bir cevap veriniz. Bir boykota katılmak","['Katıldım', 'Gerekirse Katılabilirim', 'Kesinlikle Katılmam', 'Fikri Yok', 'Cevap Yok']",Q210,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Joining in boycotts","['Have done', 'Might do', 'Would never do']"
Q211,"Şimdi size, insanların katılabilecekleri bazı siyasi faaliyetler sayacağım. Bunların her biri için, “böyle bir faaliyete katıldım”, “gerekirse katılabilirim” veya “kesinlikle katılmam” şeklinde bir cevap veriniz. Barışçı gösterilere katılmak","['Katıldım', 'Gerekirse Katılabilirim', 'Kesinlikle Katılmam', 'Fikri Yok', 'Cevap Yok']",Q211,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Attending peaceful demonstrations","['Have done', 'Might do', 'Would never do']"
Q212,"Şimdi size, insanların katılabilecekleri bazı siyasi faaliyetler sayacağım. Bunların her biri için, “böyle bir faaliyete katıldım”, “gerekirse katılabilirim” veya “kesinlikle katılmam” şeklinde bir cevap veriniz. Bir greve katılmak","['Katıldım', 'Gerekirse Katılabilirim', 'Kesinlikle Katılmam', 'Fikri Yok', 'Cevap Yok']",Q212,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Joining strikes","['Have done', 'Might do', 'Would never do']"
Q213,"Peki ya, insanların katılabileceği şu sayacağım siyasal eylem ve sosyal aktivizm türlerine ne dersiniz? Her biri için, yaptım, gerekirse yapabilirim veya asla yapmam şeklinde bir cevap veriniz. Bir gruba veya kampanyaya bağışta bulunmak","['Yaptım', 'Gerekirse Yapabilirim', 'Asla Yapmam', 'Fikri Yok', 'Cevap Yok']",Q213,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Donating to a group or campaign","['Have done', 'Might do', 'Would never do']"
Q214,"Peki ya, insanların katılabileceği şu sayacağım siyasal eylem ve sosyal aktivizm türlerine ne dersiniz? Her biri için, yaptım, gerekirse yapabilirim veya asla yapmam şeklinde bir cevap veriniz. Bir hükümet yetkilisi ile temas kurmak","['Yaptım', 'Gerekirse Yapabilirim', 'Asla Yapmam', 'Fikri Yok', 'Cevap Yok']",Q214,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Contacting a government official","['Have done', 'Might do', 'Would never do']"
Q215,"Peki ya, insanların katılabileceği şu sayacağım siyasal eylem ve sosyal aktivizm türlerine ne dersiniz? Her biri için, yaptım, gerekirse yapabilirim veya asla yapmam şeklinde bir cevap veriniz. Başkalarını siyasal konularda tavır almaya teşvik etmek","['Yaptım', 'Gerekirse Yapabilirim', 'Asla Yapmam', 'Fikri Yok', 'Cevap Yok']",Q215,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to take action about political issues","['Have done', 'Might do', 'Would never do']"
Q216,"Peki ya, insanların katılabileceği şu sayacağım siyasal eylem ve sosyal aktivizm türlerine ne dersiniz? Her biri için, yaptım, gerekirse yapabilirim veya asla yapmam şeklinde bir cevap veriniz. Başkalarını oy kullanmaya teşvik etmek","['Yaptım', 'Gerekirse Yapabilirim', 'Asla Yapmam', 'Fikri Yok', 'Cevap Yok']",Q216,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to vote","['Have done', 'Might do', 'Would never do']"
Q217,"Şimdi size sosyal medya kullanılarak gerçekleştirilen diğer bazı siyasal eylem biçimlerini okuyacağım. Bunların her birini sosyal medyayı kullanarak, yaptım, gerekirse yapabilirim veya asla yapmam şeklinde cevap veriniz. Siyaset veya siyasi olaylar hakkında bilgi edinmek","['Yaptım', 'Gerekirse yapabilirim', 'Asla yapmam', 'Soru deneğe uygun olmadığı için sorulamıyor']",Q217,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Searching information about politics and political events","['Have done', 'Might do', 'Would never do']"
