Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children,No education,Primary education,Lower secondary,Upper secondary,Bachelor,Full-time employee,Part-time employee,Self-employed,Retired/pensioned,Housewife,Student,Unemployed,Other,Upper class,Upper middle class,Lower middle class,Working class,Lower class
Q230,"In your view, how often do the following things occur in this country’s elections? Rich people buy elections",Not often,%28.45,%28.33,%28.56,%28.19,%30.57,%25.0,%28.12,%28.99,%25.81,%30.29,%32.03,%30.1,%21.84,%16.83,%26.71,%27.51,%28.91,%31.28,%27.43,%31.17,%22.45,%20.09,%24.83,%29.9,%35.09,%21.74,%25.0,%28.0,%27.9,%34.36,%25.26,%21.84
Q230,"In your view, how often do the following things occur in this country’s elections? Rich people buy elections",Not at all often,%27.54,%27.75,%27.32,%25.39,%27.07,%30.84,%29.19,%25.67,%11.29,%24.54,%24.48,%27.89,%34.48,%37.5,%27.08,%30.71,%24.61,%25.81,%25.24,%24.48,%19.39,%39.74,%31.03,%31.05,%19.3,%23.6,%30.0,%28.0,%31.28,%20.85,%32.35,%27.59
Q231,"In your view, how often do the following things occur in this country’s elections? Voters are threatened with violence at the polls",Very often,%4.89,%4.89,%4.88,%6.03,%4.79,%3.73,%4.34,%5.75,%4.84,%5.44,%4.95,%3.74,%4.21,%6.25,%5.42,%4.34,%7.42,%5.3,%3.64,%4.82,%13.27,%6.84,%2.07,%3.1,%5.26,%7.45,%0,%8.0,%3.52,%4.5,%6.35,%6.32
Q231,"In your view, how often do the following things occur in this country’s elections? Voters are threatened with violence at the polls",Fairly often,%24.02,%25.27,%22.76,%23.98,%22.93,%25.97,%23.18,%25.03,%33.87,%25.15,%26.04,%20.24,%23.37,%26.44,%22.02,%22.03,%26.95,%24.1,%27.67,%26.84,%25.51,%14.96,%28.28,%21.08,%33.33,%22.36,%10.0,%24.0,%22.03,%29.99,%20.68,%20.69
Q231,"In your view, how often do the following things occur in this country’s elections? Voters are threatened with violence at the polls",Not often,%31.3,%31.07,%31.54,%31.14,%32.78,%28.9,%31.4,%31.29,%25.81,%32.85,%33.85,%34.52,%24.9,%18.27,%28.52,%32.19,%28.52,%32.14,%31.8,%34.02,%15.31,%28.21,%27.59,%31.05,%32.46,%32.92,%35.0,%40.0,%33.19,%33.08,%29.54,%29.31
Q231,"In your view, how often do the following things occur in this country’s elections? Voters are threatened with violence at the polls",Not at all often,%30.97,%30.49,%31.46,%27.07,%32.32,%33.12,%33.47,%27.2,%20.97,%26.39,%26.04,%34.86,%40.23,%38.94,%31.77,%31.74,%30.08,%30.77,%29.85,%27.43,%24.49,%44.44,%31.72,%35.78,%20.18,%27.33,%35.0,%24.0,%33.77,%26.0,%33.53,%37.93
Q232,"In your view, how often do the following things occur in this country’s elections? Voters are offered a genuine choice in the elections",Very often,%31.88,%33.22,%30.55,%28.19,%34.16,%32.14,%33.27,%29.25,%29.03,%28.54,%27.86,%35.88,%39.08,%34.62,%29.24,%33.45,%33.98,%31.11,%30.58,%32.06,%26.53,%40.17,%29.66,%32.52,%23.68,%28.57,%35.0,%16.0,%29.22,%27.54,%40.62,%36.21
Q232,"In your view, how often do the following things occur in this country’s elections? Voters are offered a genuine choice in the elections",Fairly often,%31.35,%31.15,%31.54,%32.82,%29.56,%32.79,%32.0,%31.29,%20.97,%31.72,%29.69,%33.33,%29.89,%28.85,%29.96,%30.71,%33.59,%31.28,%32.52,%32.74,%25.51,%23.08,%33.1,%30.39,%38.6,%36.65,%30.0,%16.0,%31.72,%36.55,%26.44,%31.61
Q232,"In your view, how often do the following things occur in this country’s elections? Voters are offered a genuine choice in the elections",Not often,%21.12,%21.04,%21.19,%21.32,%22.38,%18.67,%19.97,%22.48,%25.81,%23.61,%26.3,%17.35,%18.39,%13.94,%17.69,%20.66,%17.97,%23.93,%22.57,%22.42,%23.47,%19.66,%22.07,%20.26,%21.05,%18.63,%5.0,%40.0,%23.35,%24.45,%16.25,%16.67
Q232,"In your view, how often do the following things occur in this country’s elections? Voters are offered a genuine choice in the elections",Not at all often,%8.57,%8.29,%8.86,%8.27,%8.2,%9.58,%8.68,%8.17,%12.9,%7.91,%9.9,%8.33,%7.66,%11.06,%10.11,%7.76,%8.2,%8.21,%9.47,%8.06,%7.14,%11.97,%8.28,%8.66,%7.02,%9.94,%5.0,%20.0,%10.72,%6.05,%8.86,%11.49
Q233,"In your view, how often do the following things occur in this country’s elections? Women have equal opportunities to run the office",Very often,%35.16,%35.46,%34.85,%33.8,%35.64,%35.88,%36.67,%32.57,%29.03,%31.72,%34.64,%38.78,%37.93,%38.46,%38.99,%35.84,%33.2,%33.33,%35.44,%34.61,%26.53,%37.61,%33.79,%35.95,%39.47,%34.78,%45.0,%28.0,%29.81,%28.44,%47.71,%39.66
Q233,"In your view, how often do the following things occur in this country’s elections? Women have equal opportunities to run the office",Fairly often,%31.26,%31.73,%30.79,%30.15,%31.31,%32.47,%31.06,%32.44,%24.19,%32.96,%28.91,%31.63,%30.27,%27.88,%27.08,%31.16,%30.47,%34.36,%30.58,%32.45,%20.41,%30.77,%37.93,%29.9,%35.09,%29.81,%20.0,%36.0,%32.75,%34.49,%28.36,%30.46
Q233,"In your view, how often do the following things occur in this country’s elections? Women have equal opportunities to run the office",Not often,%20.79,%20.88,%20.7,%20.34,%22.19,%18.83,%20.77,%20.18,%29.03,%21.36,%23.7,%20.41,%18.39,%16.83,%17.69,%18.84,%25.39,%21.71,%23.06,%23.21,%22.45,%21.37,%15.86,%20.1,%15.79,%18.01,%0,%24.0,%22.91,%27.03,%13.59,%16.67
Q233,"In your view, how often do the following things occur in this country’s elections? Women have equal opportunities to run the office",Not at all often,%6.09,%5.8,%6.37,%6.17,%5.43,%7.14,%6.08,%5.87,%6.45,%5.75,%6.77,%5.1,%8.43,%6.25,%6.14,%6.96,%5.86,%5.3,%5.1,%5.01,%12.24,%6.41,%7.59,%6.7,%1.75,%9.32,%0,%4.0,%9.1,%5.28,%4.14,%6.9
Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you —very important, rather important, not very important or not at all important?",Very important,%54.78,%55.68,%53.89,%50.77,%55.8,%57.63,%57.45,%51.34,%48.39,%50.62,%48.96,%60.37,%64.37,%57.21,%57.76,%52.97,%50.39,%53.5,%61.17,%55.26,%35.71,%65.38,%55.86,%52.61,%53.51,%54.66,%65.0,%52.0,%53.45,%47.88,%64.84,%58.05
Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you —very important, rather important, not very important or not at all important?",Rather important,%36.31,%37.12,%35.51,%38.29,%35.73,%35.06,%34.2,%39.34,%37.1,%39.32,%43.49,%31.12,%30.65,%30.77,%31.05,%37.79,%41.41,%37.09,%33.01,%38.25,%40.82,%27.35,%37.93,%36.27,%34.21,%37.89,%30.0,%40.0,%38.03,%43.37,%28.51,%33.91
Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you —very important, rather important, not very important or not at all important?",Not very important,%6.09,%5.39,%6.79,%6.17,%6.54,%5.19,%6.08,%5.36,%11.29,%6.57,%5.21,%6.29,%3.07,%8.65,%6.86,%6.39,%5.08,%7.01,%3.88,%4.72,%13.27,%6.41,%3.45,%7.84,%7.02,%6.21,%0,%4.0,%6.02,%6.95,%4.14,%7.47
Q234,"Some people think that having honest elections makes a lot of difference in their lives; other people think that it doesn’t matter much. How important would you say is having honest elections for you —very important, rather important, not very important or not at all important?",Not at all important,%0.41,%0.33,%0.5,%0.56,%0.46,%0.16,%0.47,%0.38,%0,%0.31,%0.78,%0,%1.15,%0.48,%0.36,%0.57,%0,%0.17,%0.73,%0.29,%0,%0.43,%0.69,%0.49,%1.75,%0,%0,%4.0,%0.44,%0.39,%0.44,%0
Q235,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",Very good,%14.53,%15.91,%13.16,%11.92,%15.75,%15.42,%15.7,%12.39,%9.68,%12.73,%11.72,%13.78,%22.99,%19.71,%13.0,%13.93,%16.41,%16.41,%12.86,%13.67,%17.35,%17.52,%20.0,%13.07,%9.65,%16.15,%30.0,%16.0,%15.12,%13.13,%15.07,%16.67
Q235,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",Fairly bad,%34.95,%36.04,%33.86,%37.03,%33.43,%35.23,%33.67,%36.78,%43.55,%37.37,%36.2,%34.35,%32.57,%25.96,%35.38,%36.3,%32.42,%34.02,%34.71,%34.91,%44.9,%35.47,%33.79,%33.99,%32.46,%36.65,%25.0,%20.0,%35.24,%37.07,%33.38,%37.36
Q235,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",Fairly bad,%26.46,%25.6,%27.32,%25.81,%27.62,%25.16,%26.92,%26.31,%24.19,%27.41,%32.03,%27.38,%20.31,%16.83,%23.1,%27.17,%23.05,%28.89,%25.97,%28.81,%19.39,%20.51,%21.38,%27.61,%30.7,%24.22,%15.0,%44.0,%24.82,%28.7,%29.54,%14.94
Q235,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a strong leader who does not have to bother with parliament and elections",Very bad,%12.63,%12.01,%13.25,%11.5,%13.54,%12.34,%12.76,%12.9,%9.68,%12.01,%11.2,%12.24,%14.94,%16.35,%10.47,%10.96,%17.19,%11.79,%16.26,%12.98,%4.08,%14.96,%13.79,%11.6,%17.54,%11.8,%20.0,%12.0,%14.39,%12.48,%11.23,%16.67
Q236,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",Very good,%13.79,%14.5,%13.08,%12.2,%13.81,%15.58,%13.03,%15.07,%11.29,%14.78,%10.42,%12.76,%16.86,%14.42,%14.8,%14.16,%13.28,%13.85,%12.86,%14.55,%13.27,%12.82,%13.79,%12.75,%14.04,%16.15,%0,%12.0,%14.68,%12.61,%15.07,%11.49
Q236,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",Fairly bad,%34.04,%35.13,%32.95,%34.78,%32.6,%35.71,%33.47,%34.1,%48.39,%35.93,%36.2,%32.31,%31.42,%29.33,%29.24,%35.5,%33.59,%35.04,%33.25,%32.45,%40.82,%37.18,%35.86,%33.17,%32.46,%36.02,%60.0,%36.0,%33.92,%35.91,%31.61,%42.53
Q236,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",Fairly bad,%28.41,%27.26,%29.55,%26.37,%31.86,%24.68,%29.99,%26.18,%22.58,%26.59,%32.81,%32.31,%25.29,%21.63,%27.08,%28.42,%25.39,%30.09,%28.4,%30.58,%21.43,%25.64,%21.38,%31.21,%23.68,%23.6,%25.0,%32.0,%25.7,%31.92,%29.99,%20.69
Q236,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having experts, not government, make decisions according to what they think is best for the country",Very bad,%12.59,%12.26,%12.91,%13.18,%13.17,%10.88,%12.29,%13.41,%8.06,%12.53,%11.98,%12.07,%14.18,%13.46,%8.66,%10.39,%17.97,%12.31,%17.23,%13.18,%12.24,%15.38,%13.79,%8.99,%19.3,%14.91,%0,%12.0,%15.42,%10.3,%13.29,%10.92
Q238,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",Very good,%40.04,%41.51,%38.58,%37.87,%41.07,%40.75,%40.15,%39.34,%46.77,%38.09,%34.9,%44.22,%44.06,%41.83,%30.32,%37.67,%41.41,%42.39,%47.82,%40.9,%31.63,%47.86,%47.59,%34.64,%49.12,%33.54,%50.0,%40.0,%45.81,%35.01,%43.28,%37.36
Q238,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",Fairly bad,%36.73,%35.63,%37.83,%34.5,%36.92,%38.96,%37.54,%34.61,%37.1,%36.34,%38.8,%38.44,%36.78,%29.81,%41.52,%39.27,%37.11,%33.16,%33.01,%35.59,%34.69,%33.76,%37.93,%40.03,%28.07,%43.48,%40.0,%40.0,%31.42,%37.58,%38.85,%48.28
Q238,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",Fairly bad,%13.04,%13.01,%13.08,%13.88,%13.72,%10.88,%13.03,%13.67,%9.68,%14.07,%16.67,%10.2,%11.49,%11.54,%11.55,%12.67,%12.89,%16.07,%10.44,%13.86,%22.45,%11.54,%5.52,%13.56,%12.28,%12.42,%0,%16.0,%12.33,%19.18,%9.45,%6.32
Q238,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a democratic political system",Very bad,%3.15,%2.82,%3.48,%4.21,%2.85,%2.44,%2.47,%4.21,%4.84,%4.41,%3.65,%1.7,%1.53,%2.4,%3.97,%3.31,%1.17,%2.91,%3.88,%2.85,%3.06,%2.99,%3.45,%3.43,%2.63,%4.97,%0,%4.0,%4.26,%3.09,%2.22,%2.3
Q239,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",Very good,%6.29,%6.79,%5.79,%4.63,%6.72,%7.47,%7.28,%4.21,%6.45,%4.72,%6.25,%5.95,%9.58,%10.58,%7.22,%5.14,%14.45,%4.62,%5.58,%5.51,%8.16,%9.4,%6.21,%5.56,%2.63,%9.32,%15.0,%4.0,%4.7,%5.92,%9.01,%4.6
Q239,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",Fairly bad,%24.27,%23.61,%24.92,%22.58,%24.68,%25.49,%26.59,%20.31,%25.81,%22.48,%29.17,%25.34,%24.9,%19.71,%28.52,%25.68,%22.66,%23.08,%21.36,%24.78,%32.65,%18.38,%24.14,%25.65,%20.18,%23.6,%20.0,%32.0,%23.2,%25.23,%24.67,%27.01
Q239,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",Fairly bad,%32.63,%32.06,%33.2,%33.94,%32.41,%31.49,%31.46,%35.76,%19.35,%36.14,%31.77,%32.82,%24.14,%27.88,%27.44,%33.11,%26.56,%36.92,%32.52,%34.51,%28.57,%27.35,%26.21,%34.31,%34.21,%32.3,%25.0,%28.0,%33.48,%39.0,%28.95,%24.14
Q239,"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country? Having a system governed by religious law in which there are no political parties or elections",Very bad,%26.71,%27.42,%25.99,%26.93,%27.62,%24.84,%24.32,%29.37,%45.16,%27.21,%23.96,%26.53,%29.5,%26.44,%20.58,%26.6,%27.34,%27.52,%29.61,%25.66,%17.35,%39.32,%32.41,%22.88,%35.09,%24.22,%30.0,%32.0,%30.69,%22.01,%27.62,%35.63
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",Left,%5.13,%5.14,%5.13,%4.91,%4.97,%5.68,%5.01,%5.24,%8.06,%4.62,%4.43,%5.78,%4.98,%7.21,%5.05,%3.65,%6.64,%5.81,%6.31,%4.52,%11.22,%4.27,%6.21,%5.07,%6.14,%4.97,%5.0,%12.0,%3.82,%4.12,%7.24,%4.02
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",2,%3.02,%2.65,%3.39,%2.52,%2.95,%3.73,%2.54,%3.58,%6.45,%3.18,%2.08,%2.72,%3.83,%3.85,%2.53,%2.85,%2.34,%3.08,%4.13,%2.75,%5.1,%5.56,%4.83,%1.8,%1.75,%2.48,%10.0,%4.0,%3.08,%2.83,%3.1,%4.6
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",3,%4.35,%3.89,%4.8,%3.93,%3.68,%6.01,%3.94,%3.58,%14.52,%4.31,%4.69,%3.91,%3.83,%5.77,%5.05,%4.68,%3.91,%3.59,%4.61,%4.13,%4.08,%5.56,%7.59,%3.76,%4.39,%3.73,%5.0,%4.0,%4.55,%5.02,%3.4,%5.17
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",4,%7.0,%6.96,%7.04,%7.99,%6.35,%6.98,%6.75,%7.41,%4.84,%7.19,%7.03,%7.14,%7.66,%4.81,%6.5,%7.42,%7.03,%5.81,%8.01,%7.77,%3.06,%5.13,%11.03,%4.9,%10.53,%9.94,%5.0,%8.0,%6.17,%9.91,%3.84,%8.62
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",5,%17.6,%15.49,%19.7,%18.79,%17.68,%16.07,%18.04,%16.6,%19.35,%18.28,%21.61,%15.65,%16.09,%14.42,%18.41,%18.26,%15.23,%18.12,%16.26,%17.6,%12.24,%15.81,%10.34,%20.92,%17.54,%17.39,%20.0,%20.0,%19.53,%21.36,%14.62,%8.05
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",6,%9.4,%10.19,%8.61,%9.96,%9.67,%8.28,%8.62,%11.11,%9.68,%10.27,%10.16,%9.52,%7.66,%5.77,%8.3,%8.11,%8.98,%11.28,%10.68,%10.03,%9.18,%9.4,%8.28,%8.82,%8.77,%9.32,%10.0,%0,%7.64,%13.13,%8.27,%8.05
Q240,"In political matters, people talk of ""the left"" and ""the right."" How would you place your views on this scale, generally speaking?",7,%10.39,%11.52,%9.27,%11.78,%9.39,%10.55,%10.62,%10.73,%6.45,%11.5,%10.94,%11.05,%6.9,%6.73,%8.66,%11.76,%10.55,%8.55,%11.41,%12.59,%10.2,%8.12,%12.41,%8.66,%10.53,%6.21,%5.0,%12.0,%12.48,%10.04,%9.9,%9.2
