Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Ramazan, 28 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Ömer, 21 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Emre, 28 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Mardin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR22: Balıkesir, Çanakkale",1,"Murat, 27 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Çanakkale şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"Süleyman, 20 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Aydın şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Mehmet, 23 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Yozgat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",2,"Hasan, 24 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Amasya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Kadir, 18 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Bitlis şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Ali, 27 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR62: Adana, Mersin",1,"Osman, 25 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Mersin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR82: Kastamonu, Çankırı, Sinop",1,"Recep, 27 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Kastamonu şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Salih, 18 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Ramazan, 24 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Yusuf, 29 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,1,"Metin, 23 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"Yusuf, 21 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Aydın şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR62: Adana, Mersin",1,"Musa, 20 yaşında bekâr bir erkek, çocuğu yok, ilkokul mezunu, Adana şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Işsiz/iş arayan,,Kırsal alanda,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Ramazan, 20 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Siirt şehrinde kırsal alanda yaşayan, sosyal sınıfı hakkında bilgi vermemiş, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Murat, 28 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Gaziantep şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"İsmail, 26 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Hakkari şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Ömer, 19 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Hasan, 24 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Adıyaman şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Halil, 23 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Kırıkkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Halil, 19 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Süleyman, 22 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Sakarya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR81: Zonguldak, Karabük, Bartın",1,"Ahmet, 25 yaşında bekâr bir erkek, çocuğu yok, ilkokul terk, Zonguldak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,,Orta sınıfın üst kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Serkan, 29 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Kırşehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, iş durumu hakkında bilgi vermemiş birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Diğer,Alt sınıf,Kırsal alanda,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Recep, 22 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Osmaniye şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, diğer birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Diğer,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Hakan, 27 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Bursa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, diğer birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Alt sınıf,Kent merkezinde,TR31: İzmir,1,"Serkan, 25 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Recep, 21 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Hasan, 29 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Adem, 28 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Kırıkkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Yaşar, 28 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Hakkari şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Murat, 25 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Tokat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Bekir, 24 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Rize şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Osman, 29 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Osman, 21 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Adem, 19 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Hatay şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kırsal alanda,"TR82: Kastamonu, Çankırı, Sinop",1,"Osman, 22 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Kastamonu şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Mahmut, 24 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Hatay şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Halil, 24 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,6,"Recep, 21 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Ömer, 29 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Trabzon şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Hakan, 18 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Serkan, 26 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Tokat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, kendi işinin sahibi birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Alt sınıf,Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Kemal, 29 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Bitlis şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"İbrahim, 19 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,4,"Abdullah, 21 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,2,"Murat, 24 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Musa, 24 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Tokat şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Erkek,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,"TRA1: Erzurum, Erzincan, Bayburt",1,"Ömer, 25 yaşında bekâr bir erkek, çocuğu yok, lise mezunu, Erzincan şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
